year,rank,song,artist,artist_original,artist_clean
2017,5,Something Just Like This,"The Chainsmokers,Coldplay","The Chainsmokers,Coldplay",The Chainsmokers
2017,6,Bad and Boujee,"Migos,Lil Uzi Vert","Migos,Lil Uzi Vert",Migos
2017,7,Closer,"The Chainsmokers,Halsey","The Chainsmokers,Halsey",The Chainsmokers
2017,8,Body Like a Back Road,Sam Hunt,Sam Hunt,Sam Hunt
2017,9,Believer,Imagine Dragons,Imagine Dragons,Imagine Dragons
2017,10,Congratulations,"Post Malone,Quavo","Post Malone,Quavo",Post Malone
2017,11,Say You Won't Let Go,James Arthur,James Arthur,James Arthur
2017,12,I'm the One,"DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne","DJ Khaled,Justin Bieber,Quavo,Chance the Rapper,Lil Wayne",DJ Khaled
2017,13,XO Tour Llif3,Lil Uzi Vert,Lil Uzi Vert,Lil Uzi Vert
2017,14,Mask Off,Future,Future,Future
2017,15,Unforgettable,"French Montana,Swae Lee","French Montana,Swae Lee",French Montana
2017,16,24K Magic,Bruno Mars,Bruno Mars,Bruno Mars
2017,17,Stay,"Zedd,Alessia Cara","Zedd,Alessia Cara",Zedd
2017,18,Wild Thoughts,"DJ Khaled,Rihanna,Bryson Tiller","DJ Khaled,Rihanna,Bryson Tiller",DJ Khaled
2017,19,Black Beatles,"Rae Sremmurd,Gucci Mane","Rae Sremmurd,Gucci Mane",Rae Sremmurd
2017,20,Starboy,"The Weeknd,Daft Punk","The Weeknd,Daft Punk",The Weeknd
2017,21,Location,Khalid,Khalid,Khalid
2017,22,Attention,Charlie Puth,Charlie Puth,Charlie Puth
2017,23,There's Nothing Holdin' Me Back,Shawn Mendes,Shawn Mendes,Shawn Mendes
2017,24,Bodak Yellow,Cardi B,Cardi B,Cardi B
2017,25,Redbone,Childish Gambino,Childish Gambino,Childish Gambino
2017,26,I Don't Wanna Live Forever,"Zayn,Taylor Swift","Zayn,Taylor Swift",Zayn
2017,27,It Ain't Me,"Kygo,Selena Gomez","Kygo,Selena Gomez",Kygo
2017,28,iSpy,"Kyle,Lil Yachty","Kyle,Lil Yachty",Kyle
2017,29,Issues,Julia Michaels,Julia Michaels,Julia Michaels
2017,30,Scars to Your Beautiful,Alessia Cara,Alessia Cara,Alessia Cara
2017,31,1-800-273-8255,"Logic,Alessia Cara,Khalid","Logic,Alessia Cara,Khalid",Logic
2017,32,Slow Hands,Niall Horan,Niall Horan,Niall Horan
2017,33,Love on the Brain,Rihanna,Rihanna,Rihanna
2017,34,I Feel It Coming,"The Weeknd,Daft Punk","The Weeknd,Daft Punk",The Weeknd
2017,35,Bounce Back,Big Sean,Big Sean,Big Sean
2017,36,Strip That Down,"Liam Payne,Quavo","Liam Payne,Quavo",Liam Payne
2017,37,Fake Love,Drake,Drake,Drake
2017,38,Don't Wanna Know,"Maroon 5,Kendrick Lamar","Maroon 5,Kendrick Lamar",Maroon 5
2017,39,Look What You Made Me Do,Taylor Swift,Taylor Swift,Taylor Swi
2017,40,Castle on the Hill,Ed Sheeran,Ed Sheeran,Ed Sheeran
2017,41,Bad Things,"Machine Gun Kelly,Camila Cabello","Machine Gun Kelly,Camila Cabello",Machine Gun Kelly
2017,42,Paris,The Chainsmokers,The Chainsmokers,The Chainsmokers
2017,43,Side to Side,"Ariana Grande,Nicki Minaj","Ariana Grande,Nicki Minaj",Ariana Gr
2017,44,Rockabye,"Clean Bandit,Sean Paul,Anne-Marie","Clean Bandit,Sean Paul,Anne-Marie",Clean B
2017,45,Feel It Still,Portugal. The Man,Portugal. The Man,Portugal. The Man
2017,46,Let Me Love You,"DJ Snake,Justin Bieber","DJ Snake,Justin Bieber",DJ Snake
2017,47,Sorry Not Sorry,Demi Lovato,Demi Lovato,Demi Lovato
2017,48,Bank Account,21 Savage,21 Savage,21 Savage
2017,49,Can't Stop the Feeling!,Justin Timberlake,Justin Timberlake,Justin Timberlake
2017,50,Mi Gente,"J Balvin,Willy William,Beyoncé","J Balvin,Willy William,Beyoncé",J Balvin
2017,51,Thunder,Imagine Dragons,Imagine Dragons,Imagine Dragons
2017,52,T-shirt,Migos,Migos,Migos
2017,53,Rake It Up,"Yo Gotti,Nicki Minaj","Yo Gotti,Nicki Minaj",Yo Gotti
2017,54,Mercy,Shawn Mendes,Shawn Mendes,Shawn Mendes
2017,55,Tunnel Vision,Kodak Black,Kodak Black,Kodak Black
2017,56,Rockstar,"Post Malone,21 Savage","Post Malone,21 Savage",Post Malone
2017,57,In Case You Didn't Know,Brett Young,Brett Young,Brett Young
2017,58,Heathens,Twenty One Pilots,Twenty One Pilots,Twenty One Pilots
2017,59,Now or Never,Halsey,Halsey,Halsey
2017,60,Caroline,Aminé,Aminé,Aminé
2017,61,Rolex,Ayo & Teo,Ayo & Teo,Ayo
2017,62,DNA,Kendrick Lamar,Kendrick Lamar,Kendrick Lamar
2017,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,Zay Hilfigerrr & Zayion McCall,Zay Hilfigerrr
2017,64,Swang,Rae Sremmurd,Rae Sremmurd,Rae Sremmurd
2017,65,Passionfruit,Drake,Drake,Drake
2017,66,Loyalty,"Kendrick Lamar,Rihanna","Kendrick Lamar,Rihanna",Kendrick Lamar
2017,67,Praying,Kesha,Kesha,Kesha
2017,68,Goosebumps,Travis Scott,Travis Scott,Travis Scott
2017,69,Cold,"Maroon 5,Future","Maroon 5,Future",Maroon 5
2017,70,Broccoli,"DRAM,Lil Yachty","DRAM,Lil Yachty",DRAM
2017,71,Slide,"Calvin Harris,Frank Ocean,Migos","Calvin Harris,Frank Ocean,Migos",Calvin Harris
2017,72,What Ifs,"Kane Brown,Lauren Alaina","Kane Brown,Lauren Alaina",Kane Brown
2017,73,Chained to the Rhythm,"Katy Perry,Skip Marley","Katy Perry,Skip Marley",Katy Perry
2017,74,Feels,"Calvin Harris,Pharrell Williams,Katy Perry,Big Sean","Calvin Harris,Pharrell Williams,Katy Perry,Big Sean",Calvin Harris
2017,75,All Time Low,Jon Bellion,Jon Bellion,Jon Bellion
2017,76,Hurricane,Luke Combs,Luke Combs,Luke Combs
2017,77,Too Good at Goodbyes,Sam Smith,Sam Smith,Sam Smith
2017,78,Young Dumb & Broke,Khalid,Khalid,Khalid
2017,79,Magnolia,Playboi Carti,Playboi Carti,Playboi Carti
2017,80,Love Galore,"SZA,Travis Scott","SZA,Travis Scott",SZA
2017,81,Drowning,"A Boogie wit da Hoodie,Kodak Black","A Boogie wit da Hoodie,Kodak Black",A Boogie wit da Hoodie
2017,82,Starving,"Hailee Steinfeld,Grey,Zedd","Hailee Steinfeld,Grey,Zedd",Hailee Steinfeld
2017,83,Both,"Gucci Mane,Drake","Gucci Mane,Drake",Gucci Mane
2017,84,What About Us,P!nk,P!nk,P!nk
2017,85,Swalla,"Jason Derulo,Nicki Minaj,Ty Dolla Sign","Jason Derulo,Nicki Minaj,Ty Dolla Sign",Jason Derulo
2017,86,Slippery,"Migos,Gucci Mane","Migos,Gucci Mane",Migos
2017,87,Sign of the Times,Harry Styles,Harry Styles,Harry Styles
2017,88,Water Under the Bridge,Adele,Adele,Adele
2017,89,Malibu,Miley Cyrus,Miley Cyrus,Miley Cyrus
2017,90,Down,Marian Hill,Marian Hill,Marian Hill
2017,91,No Promises,"Cheat Codes,Demi Lovato","Cheat Codes,Demi Lovato",Cheat Codes
2017,92,Treat You Better,Shawn Mendes,Shawn Mendes,Shawn Mendes
2017,93,I Get the Bag,"Gucci Mane,Migos","Gucci Mane,Migos",Gucci Mane
2017,94,Small Town Boy,Dustin Lynch,Dustin Lynch,Dustin Lynch
2017,95,Everyday We Lit,"YFN Lucci,PnB Rock","YFN Lucci,PnB Rock",YFN Lucci
2017,96,Havana,"Camila Cabello,Young Thug","Camila Cabello,Young Thug",Camila Cabello
2017,97,What Lovers Do,"Maroon 5,SZA","Maroon 5,SZA",Maroon 5
2017,98,Do Re Mi,Blackbear,Blackbear,Blackbear
2017,99,Look at Me!,XXXTentacion,XXXTentacion,Tentacion
2017,100,The Fighter,"Keith Urban,Carrie Underwood","Keith Urban,Carrie Underwood",Keith Urban
2018,1,God's Plan,Drake,Drake,Drake
2018,2,Perfect,Ed Sheeran,Ed Sheeran,Ed Sheeran
2018,3,Meant to Be,"Bebe Rexha,Florida Georgia Line","Bebe Rexha,Florida Georgia Line",Bebe Re
2018,4,Havana,"Camila Cabello,Young Thug","Camila Cabello,Young Thug",Camila Cabello
2018,5,Rockstar,"Post Malone,21 Savage","Post Malone,21 Savage",Post Malone
2018,6,Psycho,"Post Malone,Ty Dolla Sign","Post Malone,Ty Dolla Sign",Post Malone
2018,7,I Like It,"Cardi B,Bad Bunny,J Balvin","Cardi B,Bad Bunny,J Balvin",Cardi B
2018,8,The Middle,"Zedd,Maren Morris,Grey","Zedd,Maren Morris,Grey",Zedd
2018,9,In My Feelings,Drake,Drake,Drake
2018,10,Girls Like You,"Maroon 5,Cardi B","Maroon 5,Cardi B",Maroon 5
2018,11,Nice for What,Drake,Drake,Drake
2018,12,Lucid Dreams,Juice Wrld,Juice Wrld,Juice Wrld
2018,13,Better Now,Post Malone,Post Malone,Post Malone
2018,14,Finesse,"Bruno Mars,Cardi B","Bruno Mars,Cardi B",Bruno Mars
2018,15,Boo'd Up,Ella Mai,Ella Mai,Ella Mai
2018,16,New Rules,Dua Lipa,Dua Lipa,Dua Lipa
2018,17,Sad!,XXXTentacion,XXXTentacion,Tentacion
2018,18,Never Be the Same,Camila Cabello,Camila Cabello,Camila Cabello
2018,19,Love Lies,"Khalid,Normani","Khalid,Normani",Khalid
2018,20,No Tears Left to Cry,Ariana Grande,Ariana Grande,Ariana Gr
2018,21,Mine,Bazzi,Bazzi,Bazzi
2018,22,Thunder,Imagine Dragons,Imagine Dragons,Imagine Dragons
2018,23,Look Alive,"BlocBoy JB,Drake","BlocBoy JB,Drake",BlocBoy JB
2018,24,Delicate,Taylor Swift,Taylor Swift,Taylor Swi
2018,25,Yes Indeed,"Lil Baby,Drake","Lil Baby,Drake",Lil Baby
2018,26,Friends,"Marshmello,Anne-Marie","Marshmello,Anne-Marie",Marshmello
2018,27,Bad at Love,Halsey,Halsey,Halsey
2018,28,Taste,"Tyga,Offset","Tyga,Offset",Tyga
2018,29,Let You Down,NF,NF,NF
2018,30,No Limit,"G-Eazy,ASAP Rocky,Cardi B","G-Eazy,ASAP Rocky,Cardi B",G-Eazy
2018,31,Fefe,"6ix9ine,Nicki Minaj,Murda Beatz","6ix9ine,Nicki Minaj,Murda Beatz",6i
2018,32,Tequila,Dan + Shay,Dan + Shay,Dan
2018,33,Feel It Still,Portugal. The Man,Portugal. The Man,Portugal. The Man
2018,34,MotorSport,"Migos,Nicki Minaj,Cardi B","Migos,Nicki Minaj,Cardi B",Migos
2018,35,I Like Me Better,Lauv,Lauv,Lauv
2018,36,Youngblood,5 Seconds of Summer,5 Seconds of Summer,5 Seconds of Summer
2018,37,Whatever It Takes,Imagine Dragons,Imagine Dragons,Imagine Dragons
2018,38,Ric Flair Drip,"Offset,Metro Boomin","Offset,Metro Boomin",Offset
2018,39,I Fall Apart,Post Malone,Post Malone,Post Malone
2018,40,Pray for Me,"The Weeknd,Kendrick Lamar","The Weeknd,Kendrick Lamar",The Weeknd
2018,41,Back to You,Selena Gomez,Selena Gomez,Selena Gomez
2018,42,Sicko Mode,Travis Scott,Travis Scott,Travis Scott
2018,43,Walk It Talk It,"Migos,Drake","Migos,Drake",Migos
2018,44,Gucci Gang,Lil Pump,Lil Pump,Lil Pump
2018,45,Him & I,"G-Eazy,Halsey","G-Eazy,Halsey",G-Eazy
2018,46,In My Blood,Shawn Mendes,Shawn Mendes,Shawn Mendes
2018,47,All the Stars,"Kendrick Lamar,SZA","Kendrick Lamar,SZA",Kendrick Lamar
2018,48,Stir Fry,Migos,Migos,Migos
2018,49,Too Good at Goodbyes,Sam Smith,Sam Smith,Sam Smith
2018,50,Love,"Kendrick Lamar,Zacari","Kendrick Lamar,Zacari",Kendrick Lamar
2018,51,This Is America,Childish Gambino,Childish Gambino,Childish Gambino
2018,52,Nonstop,Drake,Drake,Drake
2018,53,Heaven,Kane Brown,Kane Brown,Kane Brown
2018,54,Bodak Yellow,Cardi B,Cardi B,Cardi B
2018,55,Freaky Friday,"Lil Dicky,Chris Brown","Lil Dicky,Chris Brown",Lil Dicky
2018,56,Gummo,6ix9ine,6ix9ine,6i
2018,57,Plug Walk,Rich the Kid,Rich the Kid,Rich the Kid
2018,58,Wait,Maroon 5,Maroon 5,Maroon 5
2018,59,Be Careful,Cardi B,Cardi B,Cardi B
2018,60,Wolves,"Selena Gomez,Marshmello","Selena Gomez,Marshmello",Selena Gomez
2018,61,Bartier Cardi,"Cardi B,21 Savage","Cardi B,21 Savage",Cardi B
2018,62,God Is a Woman,Ariana Grande,Ariana Grande,Ariana Gr
2018,63,Big Bank,"YG,2 Chainz,Nicki Minaj,Big Sean","YG,2 Chainz,Nicki Minaj,Big Sean",YG
2018,64,Sorry Not Sorry,Demi Lovato,Demi Lovato,Demi Lovato
2018,65,How Long,Charlie Puth,Charlie Puth,Charlie Puth
2018,66,Lights Down Low,"Max,Gnash","Max,Gnash",Ma
2018,67,Young Dumb & Broke,Khalid,Khalid,Khalid
2018,68,One Kiss,"Calvin Harris,Dua Lipa","Calvin Harris,Dua Lipa",Calvin Harris
2018,69,Natural,Imagine Dragons,Imagine Dragons,Imagine Dragons
2018,70,You Make It Easy,Jason Aldean,Jason Aldean,Jason Aldean
2018,71,Shape of You,Ed Sheeran,Ed Sheeran,Ed Sheeran
2018,72,I Get the Bag,"Gucci Mane,Migos","Gucci Mane,Migos",Gucci Mane
2018,73,No Brainer,"DJ Khaled,Justin Bieber,Chance the Rapper,Quavo","DJ Khaled,Justin Bieber,Chance the Rapper,Quavo",DJ Khaled
2018,74,Plain Jane,"ASAP Ferg,Nicki Minaj","ASAP Ferg,Nicki Minaj",ASAP Ferg
2018,75,Sky Walker,"Miguel,Travis Scott","Miguel,Travis Scott",Miguel
2018,76,Marry Me,Thomas Rhett,Thomas Rhett,Thomas Rhett
2018,77,Eastside,"Benny Blanco,Halsey,Khalid","Benny Blanco,Halsey,Khalid",Benny Blanco
2018,78,Call Out My Name,The Weeknd,The Weeknd,The Weeknd
2018,79,King's Dead,"Jay Rock,Kendrick Lamar,Future,James Blake","Jay Rock,Kendrick Lamar,Future,James Blake",Jay Rock
2018,80,Happier,"Marshmello,Bastille","Marshmello,Bastille",Marshmello
2018,81,Te Boté,"Darell,Bad Bunny,Nicky Jam,Ozuna","Darell,Bad Bunny,Nicky Jam,Ozuna",Darell
2018,82,Simple,Florida Georgia Line,Florida Georgia Line,Florida Georgia Line
2018,83,Lemon,"N.E.R.D,Rihanna","N.E.R.D,Rihanna",N.E.R.D
2018,84,1-800-273-8255,"Logic,Alessia Cara,Khalid","Logic,Alessia Cara,Khalid",Logic
2018,85,Say Something,"Justin Timberlake,Chris Stapleton","Justin Timberlake,Chris Stapleton",Justin Timberlake
2018,86,I'm Upset,Drake,Drake,Drake
2018,87,Get Along,Kenny Chesney,Kenny Chesney,Kenny Chesney
2018,88,Moonlight,XXXTentacion,XXXTentacion,Tentacion
2018,89,What Lovers Do,"Maroon 5,SZA","Maroon 5,SZA",Maroon 5
2018,90,X,"Nicky Jam,J Balvin","Nicky Jam,J Balvin",Nicky Jam
2018,91,Outside Today,YoungBoy Never Broke Again,YoungBoy Never Broke Again,YoungBoy Never Broke Again
2018,92,Trip,Ella Mai,Ella Mai,Ella Mai
2018,93,Dura,Daddy Yankee,Daddy Yankee,Daddy Yankee
2018,94,Changes,XXXTentacion,XXXTentacion,Tentacion
2018,95,Mercy,Brett Young,Brett Young,Brett Young
2018,96,One Number Away,Luke Combs,Luke Combs,Luke Combs
2018,97,Powerglide,"Rae Sremmurd,Juicy J","Rae Sremmurd,Juicy J",Rae Sremmurd
2018,98,IDGAF,Dua Lipa,Dua Lipa,Dua Lipa
2018,99,Mi Gente,"J Balvin,Willy William,Beyoncé","J Balvin,Willy William,Beyoncé",J Balvin
2018,100,Believer,Imagine Dragons,Imagine Dragons,Imagine Dragons
2019,1,Old Town Road,"Lil Nas X,Billy Ray Cyrus","Lil Nas X,Billy Ray Cyrus",Lil Nas
2019,2,Sunflower,"Post Malone,Swae Lee","Post Malone,Swae Lee",Post Malone
2019,3,Without Me,Halsey,Halsey,Halsey
2019,4,Bad Guy,Billie Eilish,Billie Eilish,Billie Eilish
2019,5,Wow,Post Malone,Post Malone,Post Malone
2019,6,Happier,"Marshmello,Bastille","Marshmello,Bastille",Marshmello
2019,7,7 Rings,Ariana Grande,Ariana Grande,Ariana Gr
2019,8,Talk,Khalid,Khalid,Khalid
2019,9,Sicko Mode,Travis Scott,Travis Scott,Travis Scott
2019,10,Sucker,Jonas Brothers,Jonas Brothers,Jonas Brothers
2019,11,High Hopes,Panic! at the Disco,Panic! at the Disco,Panic! at the Disco
2019,12,"Thank U, Next",Ariana Grande,Ariana Grande,Ariana Gr
2019,13,Truth Hurts,Lizzo,Lizzo,Lizzo
2019,14,Dancing with a Stranger,"Sam Smith,Normani","Sam Smith,Normani",Sam Smith
2019,15,Señorita,"Shawn Mendes,Camila Cabello","Shawn Mendes,Camila Cabello",Shawn Mendes
2019,16,I Don't Care,"Ed Sheeran,Justin Bieber","Ed Sheeran,Justin Bieber",Ed Sheeran
2019,17,Eastside,"Benny Blanco,Halsey,Khalid","Benny Blanco,Halsey,Khalid",Benny Blanco
2019,18,Going Bad,"Meek Mill,Drake","Meek Mill,Drake",Meek Mill
2019,19,Shallow,"Lady Gaga,Bradley Cooper","Lady Gaga,Bradley Cooper",Lady Gaga
2019,20,Better,Khalid,Khalid,Khalid
2019,21,No Guidance,"Chris Brown,Drake","Chris Brown,Drake",Chris Brown
2019,22,Girls Like You,"Maroon 5,Cardi B","Maroon 5,Cardi B",Maroon 5
2019,23,Sweet but Psycho,Ava Max,Ava Max,Ava Ma
2019,24,Suge,DaBaby,DaBaby,DaBaby
2019,25,Middle Child,J. Cole,J. Cole,J. Cole
2019,26,Drip Too Hard,"Lil Baby,Gunna","Lil Baby,Gunna",Lil Baby
2019,27,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Lewis Capaldi
2019,28,Ransom,Lil Tecca,Lil Tecca,Lil Tecca
2019,29,If I Can't Have You,Shawn Mendes,Shawn Mendes,Shawn Mendes
2019,30,Goodbyes,"Post Malone,Young Thug","Post Malone,Young Thug",Post Malone
2019,31,Zeze,"Kodak Black,Travis Scott,Offset","Kodak Black,Travis Scott,Offset",Kodak Black
2019,32,Better Now,Post Malone,Post Malone,Post Malone
2019,33,Youngblood,5 Seconds of Summer,5 Seconds of Summer,5 Seconds of Summer
2019,34,Money in the Grave,"Drake,Rick Ross","Drake,Rick Ross",Drake
2019,35,Speechless,Dan + Shay,Dan + Shay,Dan
2019,36,"Break Up with Your Girlfriend, I'm Bored",Ariana Grande,Ariana Grande,Ariana Gr
2019,37,Please Me,"Cardi B,Bruno Mars","Cardi B,Bruno Mars",Cardi B
2019,38,Money,Cardi B,Cardi B,Cardi B
2019,39,You Need to Calm Down,Taylor Swift,Taylor Swift,Taylor Swi
2019,40,Panini,Lil Nas X,Lil Nas X,Lil Nas
2019,41,Look Back at It,A Boogie wit da Hoodie,A Boogie wit da Hoodie,A Boogie wit da Hoodie
2019,42,A Lot,21 Savage,21 Savage,21 Savage
2019,43,Me!,"Taylor Swift,Brendon Urie","Taylor Swift,Brendon Urie",Taylor Swi
2019,44,Mia,"Bad Bunny,Drake","Bad Bunny,Drake",Bad Bunny
2019,45,Pop Out,"Polo G,Lil Tjay","Polo G,Lil Tjay",Polo G
2019,46,Beautiful Crazy,Luke Combs,Luke Combs,Luke Combs
2019,47,Thotiana,Blueface,Blueface,Blueface
2019,48,Lucid Dreams,Juice Wrld,Juice Wrld,Juice Wrld
2019,49,Mo Bamba,Sheck Wes,Sheck Wes,Sheck Wes
2019,50,Beautiful People,"Ed Sheeran,Khalid","Ed Sheeran,Khalid",Ed Sheeran
2019,51,Wake Up in the Sky,"Gucci Mane,Bruno Mars,Kodak Black","Gucci Mane,Bruno Mars,Kodak Black",Gucci Mane
2019,52,Whiskey Glasses,Morgan Wallen,Morgan Wallen,Morgan Wallen
2019,53,God's Country,Blake Shelton,Blake Shelton,Blake Shelton
2019,54,Be Alright,Dean Lewis,Dean Lewis,Dean Lewis
2019,55,Pure Water,"Mustard,Migos","Mustard,Migos",Mustard
2019,56,The Git Up,Blanco Brown,Blanco Brown,Blanco Brown
2019,57,Taki Taki,"DJ Snake,Selena Gomez,Ozuna,Cardi B","DJ Snake,Selena Gomez,Ozuna,Cardi B",DJ Snake
2019,58,Close to Me,"Ellie Goulding,Diplo,Swae Lee","Ellie Goulding,Diplo,Swae Lee",Ellie Goulding
2019,59,Envy Me,Calboy,Calboy,Calboy
2019,60,You Say,Lauren Daigle,Lauren Daigle,Lauren Daigle
2019,61,"Hey Look Ma, I Made It",Panic! at the Disco,Panic! at the Disco,Panic! at the Disco
2019,62,Circles,Post Malone,Post Malone,Post Malone
2019,63,Beer Never Broke My Heart,Luke Combs,Luke Combs,Luke Combs
2019,64,The London,"Young Thug,J. Cole,Travis Scott","Young Thug,J. Cole,Travis Scott",Young Thug
2019,65,Con Calma,"Daddy Yankee,Katy Perry,Snow","Daddy Yankee,Katy Perry,Snow",Daddy Yankee
2019,66,Murder on My Mind,YNW Melly,YNW Melly,YNW Melly
2019,67,When the Party's Over,Billie Eilish,Billie Eilish,Billie Eilish
2019,68,Act Up,City Girls,City Girls,City Girls
2019,69,I Like It,"Cardi B,Bad Bunny,J Balvin","Cardi B,Bad Bunny,J Balvin",Cardi B
2019,70,Trampoline,Shaed,Shaed,Shaed
2019,71,Leave Me Alone,Flipp Dinero,Flipp Dinero,Flipp Dinero
2019,72,Breathin,Ariana Grande,Ariana Grande,Ariana Gr
2019,73,Bury a Friend,Billie Eilish,Billie Eilish,Billie Eilish
2019,74,Close Friends,Lil Baby,Lil Baby,Lil Baby
2019,75,Baby Shark,Pinkfong,Pinkfong,Pinkfong
2019,76,My Type,Saweetie,Saweetie,Saweetie
2019,77,Worth It,YK Osiris,YK Osiris,YK Osiris
2019,78,Only Human,Jonas Brothers,Jonas Brothers,Jonas Brothers
2019,79,Knockin' Boots,Luke Bryan,Luke Bryan,Luke Bryan
2019,80,Trip,Ella Mai,Ella Mai,Ella Mai
2019,81,Rumor,Lee Brice,Lee Brice,Lee Brice
2019,82,Swervin,"A Boogie wit da Hoodie,6ix9ine","A Boogie wit da Hoodie,6ix9ine",A Boogie wit da Hoodie
2019,83,How Do You Sleep?,Sam Smith,Sam Smith,Sam Smith
2019,84,Baby,"Lil Baby,DaBaby","Lil Baby,DaBaby",Lil Baby
2019,85,Look What God Gave Her,Thomas Rhett,Thomas Rhett,Thomas Rhett
2019,86,Good as You,Kane Brown,Kane Brown,Kane Brown
2019,87,Clout,"Offset,Cardi B","Offset,Cardi B",Offset
2019,88,Love Lies,"Khalid,Normani","Khalid,Normani",Khalid
2019,89,One Thing Right,"Marshmello,Kane Brown","Marshmello,Kane Brown",Marshmello
2019,90,Cash Shit,"Megan Thee Stallion,DaBaby","Megan Thee Stallion,DaBaby",Megan Thee Stallion
2019,91,Tequila,Dan + Shay,Dan + Shay,Dan
2019,92,Shotta Flow,NLE Choppa,NLE Choppa,NLE Choppa
2019,93,Hot Girl Summer,"Megan Thee Stallion,Nicki Minaj,Ty Dolla Sign","Megan Thee Stallion,Nicki Minaj,Ty Dolla Sign",Megan Thee Stallion
2019,94,Talk You Out of It,Florida Georgia Line,Florida Georgia Line,Florida Georgia Line
2019,95,Beautiful,"Bazzi,Camila Cabello","Bazzi,Camila Cabello",Bazzi
2019,96,Eyes on You,Chase Rice,Chase Rice,Chase Rice
2019,97,All to Myself,Dan + Shay,Dan + Shay,Dan
2019,98,Boyfriend,"Ariana Grande,Social House","Ariana Grande,Social House",Ariana Gr
2019,99,Walk Me Home,Pink,Pink,Pink
2019,100,Robbery,Juice Wrld,Juice Wrld,Juice Wrld
2020,1,Blinding Lights,The Weeknd,The Weeknd,The Weeknd
2020,2,Circles,Post Malone,Post Malone,Post Malone
2020,3,The Box,Roddy Ricch,Roddy Ricch,Roddy Ricch
2020,4,Don't Start Now,Dua Lipa,Dua Lipa,Dua Lipa
2020,5,Rockstar,"DaBaby,Roddy Ricch","DaBaby,Roddy Ricch",DaBaby
2020,6,Adore You,Harry Styles,Harry Styles,Harry Styles
2020,7,Life Is Good,"Future,Drake","Future,Drake",Future
2020,8,Memories,Maroon 5,Maroon 5,Maroon 5
2020,9,The Bones,Maren Morris,Maren Morris,Maren Morris
2020,10,Someone You Loved,Lewis Capaldi,Lewis Capaldi,Lewis Capaldi
2020,11,Say So,Doja Cat,Doja Cat,Doja Cat
2020,12,I Hope,"Gabby Barrett,Charlie Puth","Gabby Barrett,Charlie Puth",Gabby Barrett
2020,13,Whats Poppin,"Jack Harlow,DaBaby,Tory Lanez,Lil Wayne","Jack Harlow,DaBaby,Tory Lanez,Lil Wayne",Jack Harlow
2020,14,Dance Monkey,Tones and I,Tones and I,Tones
2020,15,Savage,"Megan Thee Stallion,Beyoncé","Megan Thee Stallion,Beyoncé",Megan Thee Stallion
2020,16,Roxanne,Arizona Zervas,Arizona Zervas,Arizona Zervas
2020,17,Intentions,"Justin Bieber,Quavo","Justin Bieber,Quavo",Justin Bieber
2020,18,Everything I Wanted,Billie Eilish,Billie Eilish,Billie Eilish
2020,19,Roses (Imanbek remix),Saint Jhn,Saint Jhn,Saint Jhn
2020,20,Watermelon Sugar,Harry Styles,Harry Styles,Harry Styles
2020,21,Before You Go,Lewis Capaldi,Lewis Capaldi,Lewis Capaldi
2020,22,Falling,Trevor Daniel,Trevor Daniel,Trevor Daniel
2020,23,"10,000 Hours","Dan + Shay,Justin Bieber","Dan + Shay,Justin Bieber",Dan
2020,24,WAP,"Cardi B,Megan Thee Stallion","Cardi B,Megan Thee Stallion",Cardi B
2020,25,Ballin',"Mustard,Roddy Ricch","Mustard,Roddy Ricch",Mustard
2020,26,Hot Girl Bummer,Blackbear,Blackbear,Blackbear
2020,27,Blueberry Faygo,Lil Mosey,Lil Mosey,Lil Mosey
2020,28,Heartless,The Weeknd,The Weeknd,The Weeknd
2020,29,Bop,DaBaby,DaBaby,DaBaby
2020,30,Lose You to Love Me,Selena Gomez,Selena Gomez,Selena Gomez
2020,31,Good as Hell,Lizzo,Lizzo,Lizzo
2020,32,Toosie Slide,Drake,Drake,Drake
2020,33,Break My Heart,Dua Lipa,Dua Lipa,Dua Lipa
2020,34,Chasin' You,Morgan Wallen,Morgan Wallen,Morgan Wallen
2020,35,Savage Love (Laxed – Siren Beat),"Jawsh 685,Jason Derulo","Jawsh 685,Jason Derulo",Jawsh 685
2020,36,No Guidance,"Chris Brown,Drake","Chris Brown,Drake",Chris Brown
2020,37,My Oh My,"Camila Cabello,DaBaby","Camila Cabello,DaBaby",Camila Cabello
2020,38,Dynamite,BTS,BTS,BTS
2020,39,Go Crazy,"Chris Brown,Young Thug","Chris Brown,Young Thug",Chris Brown
2020,40,High Fashion,"Roddy Ricch,Mustard","Roddy Ricch,Mustard",Roddy Ricch
2020,41,Laugh Now Cry Later,"Drake,Lil Durk","Drake,Lil Durk",Drake
2020,42,Woah,Lil Baby,Lil Baby,Lil Baby
2020,43,Death Bed,"Powfu,Beabadoobee","Powfu,Beabadoobee",Powfu
2020,44,Señorita,"Shawn Mendes,Camila Cabello","Shawn Mendes,Camila Cabello",Shawn Mendes
2020,45,Highest in the Room,Travis Scott,Travis Scott,Travis Scott
2020,46,Bad Guy,Billie Eilish,Billie Eilish,Billie Eilish
